Date,Close,Predicted_Signal,Next_Day_Return,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2020-01-01,7200.17431640625,Buy,-0.029819292162590716,-0.029819292162590716,-0.029819292162590716,-0.029819292162590716
2020-01-02,6985.47021484375,Hold,0.05145166344511276,0.0,0.020098119098000966,-0.029819292162590716
2020-01-03,7344.88427734375,Buy,0.008954866877941559,0.008954866877941559,0.029232961956962233,-0.021131453076359552
2020-01-04,7410.65673828125,Buy,8.914790612779555e-05,8.914790612779555e-05,0.029324715920438393,-0.021044188995026913
2020-01-05,7411.3173828125,Buy,0.04829126010697582,0.04829126010697582,0.07903210351149137,0.026230820707449753
2020-01-06,7769.21923828125,Buy,0.050773846435889336,0.050773846435889336,0.13381871383457855,0.0783365068058266
2020-01-07,8163.6923828125,Buy,-0.010268587535248286,-0.010268587535248286,0.12217599712246563,0.06726351399323716
2020-01-08,8079.86279296875,Buy,-0.024850855645838776,-0.024850855645838776,0.09428896340875004,0.040741102470920554
2020-01-09,7879.0712890625,Buy,0.03648690303834745,0.03648690303834745,0.13421617871257885,0.0787145221647998
2020-01-10,8166.55419921875,Buy,-0.015798168776598898,-0.015798168776598898,0.11629764009212851,0.06167280808187203
2020-01-11,8037.53759765625,Buy,0.019279106453440997,0.019279106453440997,0.1378188611291895,0.08214091116760613
2020-01-12,8192.494140625,Buy,-0.005895616628883604,-0.005895616628883604,0.13111071733085877,0.07576102321693123
2020-01-13,8144.1943359375,Buy,0.08393344808628167,0.08393344808628167,0.22604874000378516,0.16605335521235487
2020-01-14,8827.7646484375,Buy,-0.002350980919464507,-0.002350980919464507,0.22316632280970272,0.1633119860231731
2020-01-15,8807.0107421875,Buy,-0.009449813541879348,-0.009449813541879348,0.21160762912844477,0.15231890466422082
2020-01-16,8723.7861328125,Buy,0.02352785247141642,0.02352785247141642,0.24011415467982133,0.17943049385318477
2020-01-17,8929.0380859375,Buy,0.0015422162701026476,0.0015422162701026476,0.24202667890595309,0.18124943075026034
2020-01-18,8942.80859375,Buy,-0.026452928527155417,-0.026452928527155417,0.20917143594003362,0.15000192398588075
2020-01-19,8706.2451171875,Buy,-0.005582491465413786,-0.005582491465413786,0.20242124671867634,0.14358204806002006
2020-01-20,8657.642578125,Buy,0.010193531591149663,0.010193531591149663,0.21467816568297282,0.1552391877939916
2020-01-21,8745.89453125,Buy,-0.007434180055016837,-0.007434180055016837,0.20564802949038796,0.14665093166531973
2020-01-22,8680.8759765625,Buy,-0.03160514587505292,-0.03160514587505292,0.16754334764437417,0.11041086170227188
2020-01-23,8406.515625,Sell,0.004629616722148233,-0.004629616722148233,0.17294862585046156,0.10527008500848001
2020-01-24,8445.4345703125,Sell,-0.00918684685986848,0.00918684685986848,0.16217292645028025,0.11542403201824691
2020-01-25,8367.84765625,Sell,0.027364554337216074,-0.027364554337216074,0.19397527064537035,0.08490095048504687
2020-01-26,8596.830078125,Sell,0.036407519395889265,-0.036407519395889265,0.23744494846960373,0.0454023980876439
2020-01-27,8909.8193359375,Hold,0.05036808165148732,0.0,0.2997726766733413,0.0454023980876439
2020-01-28,9358.58984375,Buy,-0.004483577295090302,-0.004483577295090302,0.29394504541142985,0.04071525563134526
2020-01-29,9316.6298828125,Buy,0.02064730312029206,0.02064730312029206,0.32066152098503964,0.062203218976277785
2020-01-30,9508.9931640625,Buy,-0.016664631518128026,-0.016664631518128026,0.29865318337765334,0.04450199373466868
2020-01-31,9350.529296875,Buy,0.00452869583961979,0.00452869583961979,0.30453438864632476,0.04923222556816942
2020-02-01,9392.875,Buy,-0.0051645279666768795,-0.0051645279666768795,0.29779708431266916,0.04381343639568391
2020-02-02,9344.365234375,Buy,-0.005441113304621492,-0.005441113304621492,0.2907356233305165,0.038133929219368756
2020-02-03,9293.521484375,Buy,-0.012111511652417528,-0.012111511652417528,0.2751028637883586,0.025560558038858483
2020-02-04,9180.962890625,Hold,0.047104093835473426,0.0,0.33516542873412636,0.025560558038858483
2020-02-05,9613.423828125,Buy,0.012105773319493585,0.012105773319493585,0.35132863875840625,0.03797576167989014
2020-02-06,9729.8017578125,Buy,0.006797836503646293,0.006797836503646293,0.36051474990738086,0.04503175120253777
2020-02-07,9795.943359375,Buy,0.007061676319697785,0.007061676319697785,0.37012226469940135,0.05241142717333713
2020-02-08,9865.119140625,Buy,0.02549940694219166,0.02549940694219166,0.40505956988752856,0.07924729442544276
2020-02-09,10116.673828125,Buy,-0.025706324471686526,-0.025706324471686526,0.3689406526819514,0.05150381328975251
2020-02-10,9856.611328125,Buy,0.03567402510806805,0.03567402510806805,0.41777627589718236,0.0890151867262805
2020-02-11,10208.236328125,Buy,0.011541499979814906,0.011541499979814906,0.4341395407568318,0.10158405548190008
2020-02-12,10326.0546875,Buy,-0.010814856987217514,-0.010814856987217514,0.4186295267238329,0.08967058146246432
2020-02-13,10214.3798828125,Buy,0.009568503349817403,0.009568503349817403,0.4322036881024398,0.10009709807138534
2020-02-14,10312.1162109375,Buy,-0.0409897830477971,-0.0409897830477971,0.3734979696468659,0.05500435668992809
2020-02-15,9889.4248046875,Hold,0.004551203932625647,0.0,0.379749039007776,0.05500435668992809
2020-02-16,9934.43359375,Hold,-0.024590331529186438,0.0,0.34582055271149836,0.05500435668992809
2020-02-17,9690.142578125,Sell,0.0466302236506857,-0.0466302236506857,0.40857646607812503,0.0058092675850289766
2020-02-18,10141.99609375,Hold,-0.05014884351152826,0.0,0.3379379853067517,0.0058092675850289766
2020-02-19,9633.38671875,Sell,-0.0025859164113087862,0.0025859164113087862,0.3344781895132336,0.00841020627672373
2020-02-20,9608.4755859375,Sell,0.008114275736580634,-0.008114275736580634,0.34530651350739694,0.00022768780741233563
2020-02-21,9686.44140625,Sell,-0.002401270461409255,0.002401270461409255,0.3420760687149702,0.0026295050088278593
2020-02-22,9663.181640625,Sell,0.02704430011708836,-0.02704430011708836,0.37837157669725996,-0.024485908230878595
2020-02-23,9924.515625,Sell,-0.027642741538078885,0.027642741538078885,0.34026960745918333,0.002479975674648971
2020-02-24,9650.1748046875,Sell,-0.031965195740564556,0.031965195740564556,0.29742762711162096,0.03452444432308566
2020-02-25,9341.705078125,Sell,-0.05579095174048332,0.05579095174048332,0.2250429049806668,0.09224154767066528
2020-02-26,8820.5224609375,Hold,-0.0040846016176541156,0.0,0.220039092749287,0.09224154767066528
2020-02-27,8784.494140625,Hold,-0.012754184897438958,0.0,0.2044784885782589,0.09224154767066528
2020-02-28,8672.455078125,Hold,-0.008411261679117432,0.0,0.19434730482395923,0.09224154767066528
2020-02-29,8599.5087890625,Hold,-0.0043089307085921735,0.0,0.18920094504547902,0.09224154767066528
2020-03-01,8562.4541015625,Hold,0.03587941221856461,0.0,0.23186877596347233,0.09224154767066528
2020-03-02,8869.669921875,Sell,-0.009231886844013548,0.009231886844013548,0.22049630281710408,0.1023249980450911
2020-03-03,8787.7861328125,Sell,-0.0037028710724991143,0.0037028710724991143,0.21597696236331054,0.10640676539284488
2020-03-04,8755.24609375,Sell,0.03695117168590434,-0.03695117168590434,0.2609087358657016,0.06552373905036779
2020-03-05,9078.7626953125,Sell,0.004822595830994203,-0.004822595830994203,0.26698958907855164,0.060385148708598235
2020-03-06,9122.5458984375,Sell,-0.02330399860322019,0.02330399860322019,0.23746366546437048,0.08509636273297883
2020-03-07,8909.9541015625,Sell,-0.08999349283790192,0.08999349283790192,0.12609998794923882,0.18274797448102253
2020-03-08,8108.1162109375,Sell,-0.022751484424786028,0.022751484424786028,0.10047954161266004,0.2096572466008748
2020-03-09,7923.64453125,Sell,-0.0017561412564156553,0.0017561412564156553,0.09854694408779263,0.211781575597753
2020-03-10,7909.7294921875,Sell,0.00021501160000858555,-0.00021501160000858555,0.09878314442392555,0.2115210285023228
2020-03-11,7911.43017578125,Sell,-0.37169538560117077,0.37169538560117077,-0.3096294801347924,0.6618378043554207
